expression,mot_clef,literal_keyword_category,label_principal,labels_secondaires,label_main,label_final,labels,alimentation,apparence,autre,capacité,cognition,comportement,désir,langage,morale,problème,quantité_valeur,social,temps_espace,émotion,état_physique
tenir tête à quelqu’un,tête,partie du corps,résistance,opposition; courage,résistance,comportement,"['comportement', 'morale', 'social']",0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
un tête à tête,tête,partie du corps,entretien privé,intimité; rencontre,entretien privé,langage,"['autre', 'langage']",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
une tête à claques,tête,partie du corps,antipathie,agacement; rejet,antipathie,antipathie,"['autre', 'émotion']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
une tête de cochon,tête,partie du corps,entêtement,obstination; caractère,entêtement,entêtement,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
une tête de turc,tête,partie du corps,bouc émissaire,moquerie; humiliation,bouc émissaire,social,"['autre', 'social']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
se saigner aux quatre veines,veines,partie du corps,sacrifice financier,effort; privation,sacrifice financier,sacrifice financier,"['autre', 'comportement']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
avoir les yeux plus grands que le ventre,ventre,partie du corps,excès,gourmandise; ambition,excès,quantité_valeur,"['désir', 'quantité_valeur']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
avoir quelque chose dans le ventre,ventre,partie du corps,courage,détermination; force intérieure,courage,morale,"['autre', 'morale']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
avoir le ventre creux,ventre,partie du corps,faim,besoin physique; faiblesse,faim,état_physique,"['autre', 'état_physique']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
se regarder le nombril,nombril,partie du corps,égocentrisme,narcissisme; individualisme,égocentrisme,morale,"['autre', 'morale']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
ventre à terre,ventre,partie du corps,vitesse,précipitation; urgence,vitesse,temps_espace,"['autre', 'temps_espace']",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
prendre des vessies pour des lanternes,vessies,partie du corps,erreur de jugement,illusion; naïveté,erreur de jugement,cognition,"['autre', 'cognition']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
échauffer la bile de quelqu’un,bile,partie du corps,colère,irritation; énervement,colère,émotion,"['autre', 'émotion']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
se faire de la bile,bile,partie du corps,inquiétude,anxiété; stress,inquiétude,émotion,['émotion'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
avoir un coup dans l’aile,aile,partie du corps,affaiblissement,dégradation; difficulté,affaiblissement,affaiblissement,"['autre', 'problème']",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
avoir la bosse de quelque chose,bosse,partie du corps,talent,prédisposition; aptitude,talent,capacité,"['autre', 'capacité']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
rouler sa bosse,bosse,partie du corps,expérience,voyage; vécu,expérience,expérience,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
être un aigle,aigle,animal,intelligence,compétence; supériorité,intelligence,cognition,"['autre', 'cognition']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
un regard d’aigle,aigle,animal,perception,vigilance; acuité,perception,perception,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
attendre que les alouettes tombent toutes rôties dans la bouche,alouettes,animal,passivité,illusion; attente irréaliste,passivité,passivité,"['autre', 'cognition']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
un miroir aux alouettes,alouettes,animal,illusion,tromperie; apparence,illusion,cognition,"['apparence', 'autre', 'cognition']",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
avoir une tête de mule,mule,animal,entêtement,obstination; refus,entêtement,entêtement,"['autre', 'comportement']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
faire boire un âne qui n’a pas soif,âne,animal,impossibilité,contrainte; inutilité,impossibilité,problème,"['autre', 'problème']",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
faute d’un point Martin perdit son âne,âne,animal,conséquence grave,négligence; détail,conséquence grave,problème,"['autre', 'comportement', 'problème']",0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
faire l’âne de Buridan,âne,animal,indécision,hésitation; paralysie,indécision,indécision,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
faire l’âne pour avoir du son,âne,animal,ruse,dissimulation; manipulation,ruse,ruse,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
faire tourner en bourrique,bourrique,animal,agacement,énervement; exaspération,agacement,émotion,"['autre', 'émotion']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
le pont aux ânes,âne,animal,difficulté élémentaire,apprentissage; logique,difficulté élémentaire,difficulté élémentaire,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
méchant comme un âne rouge,âne,animal,méchanceté,agressivité; mauvais caractère,méchanceté,morale,"['autre', 'morale']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
n’être ni âne ni cheval,âne,animal,ambiguïté,indétermination; mélange,ambiguïté,ambiguïté,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
saoul comme une bourrique,bourrique,animal,ivresse,alcool; excès,ivresse,alimentation,"['alimentation', 'autre', 'quantité_valeur']",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
têtu comme une bourrique,bourrique,animal,entêtement,obstination; refus,entêtement,entêtement,"['autre', 'comportement']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
un âne bâté,âne,animal,stupidité,naïveté; ignorance,stupidité,cognition,"['autre', 'cognition']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
un bonnet d’âne,âne,animal,échec scolaire,humiliation; punition,échec scolaire,problème,"['autre', 'problème']",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
avoir une araignée au plafond,araignée,animal,folie,excentricité; comportement étrange,folie,folie,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
avoir un estomac d’autruche,autruche,animal,résistance digestive,tolérance; robustesse,résistance digestive,résistance digestive,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
la politique de l’autruche,autruche,animal,déni,évitement; refus de voir la réalité,déni,déni,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rire comme une baleine,baleine,animal,rire intense,amusement; excès,rire intense,rire intense,"['autre', 'quantité_valeur']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
être une bécasse,bécasse,animal,stupidité,naïveté; crédulité,stupidité,cognition,"['autre', 'cognition']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
chercher la petite bête,bête,animal,perfectionnisme excessif,critique; complication,perfectionnisme excessif,perfectionnisme excessif,"['autre', 'problème']",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
être la bête noire de quelqu’un,bête,animal,antipathie,rejet; hostilité,antipathie,antipathie,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
regarder quelqu’un comme une bête curieuse,bête,animal,curiosité,étrangeté; observation,curiosité,désir,"['autre', 'cognition', 'désir']",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
avoir un bœuf sur la langue,bœuf,animal,silence,secret; réticence,silence,langage,"['autre', 'langage']",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
ça lui va comme un tablier à une vache,vache,animal,inadaptation,ridicule; incompatibilité,inadaptation,inadaptation,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
être fort comme un bœuf,bœuf,animal,force physique,puissance; robustesse,force physique,capacité,"['autre', 'capacité']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
être fort comme un taureau,taureau,animal,force physique,puissance; énergie,force physique,capacité,"['autre', 'capacité']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
le plancher des vaches,vaches,animal,terre ferme,sécurité; réalité,terre ferme,temps_espace,"['autre', 'temps_espace']",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
manger de la vache enragée,vache,animal,misère,difficultés; pauvreté,misère,misère,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mettre la charrue avant les bœufs,bœufs,animal,précipitation,désordre; mauvaise méthode,précipitation,précipitation,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pleurer comme un veau,veau,animal,tristesse intense,larmes; désespoir,tristesse intense,émotion,"['autre', 'émotion']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
pleuvoir comme vache qui pisse,vache,animal,pluie intense,intempérie; abondance,pluie intense,pluie intense,"['autre', 'quantité_valeur']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
prendre le taureau par les cornes,taureau,animal,courage,détermination; affrontement,courage,morale,"['autre', 'morale']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
souffler comme un bœuf,bœuf,animal,essoufflement,fatigue; effort,essoufflement,essoufflement,"['autre', 'comportement', 'état_physique']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
un coup à assommer un bœuf,bœuf,animal,force extrême,violence; puissance,force extrême,capacité,"['autre', 'capacité']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
un vent à décorner les bœufs,bœufs,animal,vent violent,tempête; intensité,vent violent,vent violent,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
une période de vaches maigres,vaches,animal,pénurie,crise; pauvreté,pénurie,quantité_valeur,"['autre', 'quantité_valeur']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
une peau de vache,vache,animal,méchanceté,dureté; agressivité,méchanceté,morale,"['autre', 'morale']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
une vache à lait,vache,animal,source de profit,exploitation; argent,source de profit,quantité_valeur,"['autre', 'quantité_valeur']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
canard boiteux,canard,animal,faiblesse,inefficacité; marginalité,faiblesse,faiblesse,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
être trempé comme un canard,canard,animal,état physique,pluie; humidité,état physique,état_physique,"['autre', 'état_physique']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
faire un canard,canard,animal,mauvaise note musicale,maladresse; erreur,mauvaise note musicale,mauvaise note musicale,"['autre', 'capacité']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
glisser comme de l’eau sur les plumes d’un canard,canard,animal,indifférence,insensibilité; détachement,indifférence,indifférence,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
marcher en canard,canard,animal,démarche maladroite,boiterie; imitation,démarche maladroite,temps_espace,"['autre', 'comportement', 'temps_espace']",0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
ne pas casser trois pattes à un canard,canard,animal,banalité,médiocrité; absence d’intérêt,banalité,autre,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
prendre un canard,canard,animal,boisson,consommation; alcool,boisson,alimentation,"['alimentation', 'autre']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
un froid de canard,canard,animal,froid intense,hiver; intempérie,froid intense,état_physique,"['autre', 'état_physique']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
être sobre comme un chameau,chameau,animal,sobriété,endurance; abstinence,sobriété,alimentation,"['alimentation', 'autre', 'capacité']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
acheter chat en poche,chat,animal,tromperie,imprudence; achat,tromperie,tromperie,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
appeler un chat un chat,chat,animal,franchise,sincérité; langage direct,franchise,langage,"['autre', 'langage', 'morale']",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
avoir d’autres chats à fouetter,chats,animal,priorité,occupation; responsabilité,priorité,priorité,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
avoir un chat dans la gorge,chat,animal,difficulté d’élocution,enrouement; voix,difficulté d’élocution,capacité,"['autre', 'capacité']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
de la bouillie pour les chats,chats,animal,incompréhensibilité,confusion; mauvaise qualité,incompréhensibilité,cognition,"['autre', 'cognition']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
donner sa langue au chat,chat,animal,abandon,résignation; ignorance,abandon,comportement,"['autre', 'cognition', 'comportement']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
écrire comme un chat,chat,animal,mauvaise écriture,illisibilité; maladresse,mauvaise écriture,mauvaise écriture,"['autre', 'capacité']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
du pipi de chat,chat,animal,faible quantité,faiblesse; insignifiance,faible quantité,quantité_valeur,"['autre', 'quantité_valeur']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
il n’y a pas un chat,chat,animal,absence,solitude; désert,absence,absence,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
jeter le chat aux jambes de quelqu’un,chat,animal,obstacle,provocation; difficulté,obstacle,problème,"['autre', 'problème']",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
jouer au chat et à la souris avec quelqu’un,chat,animal,manipulation,poursuite; domination,manipulation,manipulation,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
le nid d’une souris dans l’oreille d’un chat,chat,animal,danger imminent,vulnérabilité; imprudence,danger imminent,problème,"['autre', 'problème']",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
pas de quoi fouetter un chat,chat,animal,banalité,faible importance; insignifiance,banalité,autre,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
réveiller le chat qui dort,chat,animal,provocation,danger; conflit,provocation,provocation,"['autre', 'problème', 'social']",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
une toilette de chat,chat,animal,nettoyage superficiel,rapidité; négligence,nettoyage superficiel,nettoyage superficiel,"['autre', 'comportement', 'temps_espace']",0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
une chatte n’y retrouverait pas ses petits,chatte,animal,désordre,confusion; chaos,désordre,désordre,"['autre', 'cognition']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
après bon vin bon cheval,cheval,animal,courage,confiance; énergie,courage,morale,"['autre', 'morale']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
avoir une fièvre de cheval,cheval,animal,maladie,intensité; santé,maladie,état_physique,"['autre', 'état_physique']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
avoir mangé du cheval,cheval,animal,énergie,excitation; agitation,énergie,énergie,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
changer son cheval borgne pour un aveugle,cheval,animal,mauvais échange,erreur; dégradation,mauvais échange,mauvais échange,"['autre', 'problème']",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
être à cheval sur quelque chose,cheval,animal,rigueur,exigence; respect strict,rigueur,rigueur,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ne pas être un mauvais cheval,cheval,animal,valeur,fiabilité; compétence,valeur,quantité_valeur,"['autre', 'quantité_valeur']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
ne pas se trouver sous le pas d’un cheval,cheval,animal,rareté,difficulté; exception,rareté,rareté,"['autre', 'problème']",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
un cheval de bataille,cheval,animal,sujet favori,obsession; thème récurrent,sujet favori,sujet favori,"['autre', 'désir']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
un remède de cheval,cheval,animal,traitement intensif,force; efficacité,traitement intensif,traitement intensif,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
un cheval de Troie,cheval,animal,tromperie,infiltration; stratégie,tromperie,tromperie,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
un cheval de retour,cheval,animal,récidive,criminalité; habitude,récidive,récidive,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
un vrai cheval de labour,cheval,animal,travailleur,endurance; effort,travailleur,travailleur,"['autre', 'capacité', 'comportement']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
avoir du chien,chien,animal,charme,séduction; élégance,charme,charme,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
avoir un mal de chien,chien,animal,difficulté,souffrance; effort,difficulté,problème,"['autre', 'comportement', 'problème']",0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
se donner un mal de chien,chien,animal,effort intense,travail; persévérance,effort intense,comportement,"['autre', 'comportement']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
dormir en chien de fusil,chien,animal,position de sommeil,repli; inconfort,position de sommeil,position de sommeil,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
entre chien et loup,chien,animal,crépuscule,incertitude; obscurité,crépuscule,temps_espace,"['autre', 'temps_espace']",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
être chien,chien,animal,avarice,méchanceté; dureté,avarice,morale,"['autre', 'morale']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
être comme un chien dans un jeu de quilles,chien,animal,maladresse,inadaptation; gêne,maladresse,capacité,"['autre', 'capacité']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
faire le chien couchant,chien,animal,soumission,servilité; flatterie,soumission,social,"['autre', 'social']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
garder un chien de sa chienne,chien,animal,rancune,vengeance; hostilité,rancune,émotion,"['autre', 'émotion']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
malade comme un chien,chien,animal,maladie intense,souffrance; faiblesse,maladie intense,état_physique,"['autre', 'état_physique']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
n’être bon qu’à jeter aux chiens,chiens,animal,inutilité,rejet; mépris,inutilité,autre,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ne pas attacher son chien avec des saucisses,chien,animal,manque de richesse,avarice; pauvreté,manque de richesse,quantité_valeur,"['autre', 'morale', 'quantité_valeur']",0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
rubrique des chiens écrasés,chiens,animal,faits divers insignifiants,presse; banalité,faits divers insignifiants,faits divers insignifiants,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
rompre les chiens,chiens,animal,interruption,prudence; diplomatie,interruption,interruption,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s’entendre comme chien et chat,chien,animal,conflit,dispute; incompatibilité,conflit,social,"['autre', 'social']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
se regarder en chiens de faïence,chiens,animal,hostilité,tension; défi,hostilité,hostilité,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
traiter quelqu’un comme un chien,chien,animal,mépris,mauvais traitement; humiliation,mépris,mépris,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
un caractère de chien,chien,animal,mauvais caractère,agressivité; irritabilité,mauvais caractère,mauvais caractère,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
un temps de chien,chien,animal,mauvais temps,intempérie; pluie,mauvais temps,mauvais temps,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
une humeur de chien,chien,animal,mauvaise humeur,irritation; colère,mauvaise humeur,mauvaise humeur,"['autre', 'émotion']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
une vie de chien,chien,animal,vie difficile,souffrance; misère,vie difficile,vie difficile,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
donner de la confiture aux cochons,cochons,animal,gaspillage,incompréhension; inutilité,gaspillage,gaspillage,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
jeter des perles aux pourceaux,pourceaux,animal,gaspillage,mépris; inutilité,gaspillage,gaspillage,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
être copains comme cochons,cochons,animal,amitié,complicité; proximité,amitié,social,"['autre', 'social', 'temps_espace']",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
jouer un tour de cochon,cochon,animal,mauvais tour,trahison; malveillance,mauvais tour,mauvais tour,"['autre', 'morale']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
manger comme un cochon,cochon,animal,malpropreté,gourmandise; manque de savoir-vivre,malpropreté,malpropreté,"['autre', 'désir']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
ne pas avoir gardé les cochons ensemble,cochons,animal,distance sociale,respect; familiarité,distance sociale,social,"['autre', 'social']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
ni lard ni cochon,cochon,animal,ambiguïté,indétermination; incohérence,ambiguïté,ambiguïté,"['autre', 'cognition']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
sale comme un cochon,cochon,animal,saleté,négligence; vulgarité,saleté,saleté,"['autre', 'comportement']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
du lard ou du cochon,cochon,animal,ambiguïté,incertitude; confusion,ambiguïté,ambiguïté,"['autre', 'cognition']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
un film cochon,cochon,animal,obscénité,sexualité; vulgarité,obscénité,obscénité,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
un travail de cochon,cochon,animal,travail mal fait,négligence; mauvaise qualité,travail mal fait,comportement,"['autre', 'comportement']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
un vieux cochon,cochon,animal,vulgarité,comportement déplacé; lubricité,vulgarité,vulgarité,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
une tête de cochon,cochon,animal,entêtement,obstination; caractère,entêtement,entêtement,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
au chant du coq,coq,animal,aube,matinalité; début du jour,aube,temps_espace,"['autre', 'temps_espace']",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
avoir des jambes de coq,coq,animal,maigreur fragilité; apparence,désigne des jambes très fines,maigreur fragilité; apparence,maigreur fragilité; apparence,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
avoir la chair de poule,poule,animal,frisson,peur; émotion,frisson,frisson,"['autre', 'émotion']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
faire le coq,coq,animal,prétention,orgueil; parade,prétention,prétention,"['autre', 'morale']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
être rouge comme un coq,coq,animal,rougeur,honte; colère,rougeur,apparence,"['apparence', 'émotion']",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
être comme un coq en pâte,coq,animal,confort,bien-être; privilège,confort,confort,"['autre', 'état_physique']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
la bouche en cul de poule,poule,animal,expression faciale,moue; affectation,expression faciale,apparence,"['apparence', 'autre']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
le coq du village,coq,animal,séduction,popularité; prestige,séduction,séduction,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
passer du coq à l’âne,coq,animal,incohérence,changement brusque; conversation,incohérence,cognition,"['autre', 'cognition']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
quand les poules auront des dents,poules,animal,impossibilité,attente irréaliste; ironie,impossibilité,problème,"['autre', 'problème']",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
une mère poule,poule,animal,protection,maternité; affection,protection,protection,"['autre', 'émotion']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
une poule mouillée,poule,animal,lâcheté,peur; faiblesse,lâcheté,morale,"['autre', 'morale', 'émotion']",0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
une poule qui a couvé des œufs de canard,poule,animal,inadaptation,étrangeté; décalage,inadaptation,inadaptation,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sauter du coq à l’âne,coq,animal,incohérence,discontinuité; discours,incohérence,cognition,"['autre', 'cognition']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
se lever avec les poules,poules,animal,matinalité,habitude; travail,matinalité,temps_espace,"['autre', 'comportement', 'temps_espace']",0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
tuer la poule aux œufs d’or,poule,animal,gaspillage,cupidité; destruction,gaspillage,gaspillage,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
bayer aux corneilles,corneilles,animal,distraction,rêverie; inattention,distraction,distraction,"['autre', 'cognition']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
marcher en crabe,crabe,animal,démarche latérale,maladresse; déplacement,démarche latérale,temps_espace,"['autre', 'capacité', 'temps_espace']",0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
un panier de crabes,crabes,animal,conflit,hostilité; rivalité,conflit,social,"['autre', 'social']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
marcher comme une écrevisse,écrevisse,animal,recul,régression; maladresse,recul,comportement,"['autre', 'capacité', 'comportement']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
des larmes de crocodile,crocodile,animal,hypocrisie,fausse compassion; manipulation,hypocrisie,morale,"['autre', 'morale']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
être le dindon de la farce,dindon,animal,duperie,ridicule; victime,duperie,duperie,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
avoir une mémoire d’éléphant,éléphant,animal,mémoire,souvenir; intelligence,mémoire,cognition,"['autre', 'cognition']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
comme un éléphant dans un magasin de porcelaine,éléphant,animal,maladresse,brutalité; inadaptation,maladresse,capacité,"['autre', 'capacité']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
avancer comme un escargot,escargot,animal,lenteur,progression; patience,lenteur,temps_espace,"['autre', 'temps_espace']",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
avoir des fourmis dans les jambes,fourmis,animal,engourdissement,sensation physique; inconfort,engourdissement,état_physique,"['autre', 'état_physique']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
donner un coup de pied dans la fourmilière,fourmilière,animal,bouleversement,provocation; changement,bouleversement,bouleversement,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pulluler comme des fourmis,fourmis,animal,abondance,foule; prolifération,abondance,quantité_valeur,"['autre', 'quantité_valeur']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
une vraie fourmi,fourmi,animal,travailleur,persévérance; économie,travailleur,travailleur,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
avoir un cou de girafe,girafe,animal,caractéristique physique,longueur; apparence,caractéristique physique,apparence,"['apparence', 'autre']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
une grenouille de bénitier,grenouille,animal,dévotion excessive,religion; hypocrisie,dévotion excessive,dévotion excessive,"['autre', 'morale']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
faire le pied de grue,grue,animal,attente,longueur; immobilité,attente,attente,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
être une grue,grue,animal,prostitution,vulgarité; séduction,prostitution,prostitution,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
faire la grue,grue,animal,stupidité,naïveté; maladresse,stupidité,cognition,"['autre', 'capacité', 'cognition']",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
pas folle la guêpe,guêpe,animal,ruse,intelligence; prudence,ruse,ruse,"['autre', 'cognition']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
un coup de pied dans un nid de guêpes,guêpes,animal,provocation,conflit; danger,provocation,provocation,"['autre', 'problème', 'social']",0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
